,word_name,word_porb
0,一年四季,0.8701121587076457
1,七星,0.9999999999999992
2,七楼,0.5069638707573549
3,万历,0.9999999999999992
4,万寿亭,0.9606703107218868
5,万寿山,0.5090556687812723
6,万物,0.9101279165652062
7,上天,0.9999999999999992
8,上层,0.5935929363110861
9,上帝,0.9999999999999992
10,上端,0.5767397651476764
11,上车,0.7945959595023679
12,上述,0.9606703107218868
13,不利,0.9999999999999992
14,不好玩,0.5645948092842152
15,专用,0.8893134583482639
16,世界遗产,0.9669403203122068
17,世间,0.7851062301401741
18,东关,0.9999999999999992
19,东南,0.5645948092849079
20,东方,0.4090644279829938
21,东门,0.4452975169231247
22,丝织品,0.9999999999999992
23,丝绸,0.9999999999999992
24,两块钱,0.4522915603994805
25,两坛,0.9999999999999992
26,严密,0.9999999999999992
27,严谨,0.9606703107218868
28,个陵,0.9999999999999992
29,中围,0.9999999999999992
30,中國,0.4053033696791849
31,中室,0.9999999999999992
32,中层,0.6058526277243488
33,中山陵,0.9999999999999992
34,中正,0.5069638707573586
35,中殿,0.8766869629955193
36,中部,0.4306371866168782
37,丰年,0.9999999999999992
38,临清,0.8391472965197191
39,主体,0.2959577314557296
40,主动,0.9999999999999992
41,主室,0.9999999999999992
42,主导,0.9999999999999992
43,之上,0.6301310771316937
44,之下,0.6202542932634879
45,之陵,0.9999999999999992
46,乏味,0.9999999999999992
47,乐舞,0.9279292630027892
48,乘车,0.5855463273898267
49,九五,0.5066360404804635
50,九壇,0.4053033696791849
51,九重天,0.9999999999999992
52,乾坤,0.4961334558721399
53,事迹,0.9999999999999992
54,二坛,0.9606703107218868
55,于明嘉靖,0.6290107928925456
56,云纹,0.9999999999999992
57,五壇,0.8103951432784607
58,五月,0.9999999999999992
59,五谷,0.9606703107218868
60,五谷丰登,0.9999999999999992
61,五间,0.5705325878402131
62,人文景观,0.5425275661634702
63,人站,0.93727773448201
64,代表性,0.6166864421106559
65,仪仗,0.9976412167088784
66,仿制品,0.9999999999999992
67,伊斯兰教,0.4542553418951624
68,休息室,0.5389224174952546
69,传声,0.8391472965197191
70,传音,0.9011859096220552
71,体系,0.44163764167345293
72,体量,0.4090644279829938
73,佛香阁,0.5090556687812723
74,佳木,0.4238551350455509
75,倍数,0.6293392261193882
76,停车费,0.7712330846641227
77,先人,0.8273263816169606
78,先农,0.4053033696791849
79,先农坛,0.44673050241152734
80,先帝,0.9999999999999992
81,先祖,0.4851542977735526
82,光滑,0.9999999999999992
83,光绪,0.9884838788578448
84,全木质,0.9999999999999992
85,全票,0.5425275661634702
86,八廟,0.4053033696791849
87,八达岭,0.8601443372619024
88,八达岭长城,0.6203267564774205
89,公交站,0.9713575889233476
90,公共交通,0.7251600711478545
91,公开,0.9999999999999992
92,内圈,0.9999999999999992
93,内坛,0.9999999999999992
94,内壁,0.9999999999999992
95,内外,0.7464261539127831
96,内室,0.9999999999999992
97,内部结构,0.3599914364624817
98,农家乐,0.9999999999999992
99,农神,0.8103951432739908
100,冬至,0.9676945303469542
101,凄凉,0.9062223895827004
102,凉快,0.733622663851168
103,凉爽,0.8705500195435688
104,凤冠,0.908819682861478
105,出片,0.2759486812432849
106,刷卡,0.9713575889233476
107,刻字,0.8391472965197191
108,刻画,0.5716828953649656
109,前人,0.5748948297965438
110,前室,0.9999999999999992
111,前方,0.8276209368870938
112,前殿,0.7715931264083571
113,前部,0.9999999999999992
114,力气,0.5069638707573552
115,功臣,0.4851542977735526
116,功过,0.9999999999999992
117,北三面,0.8829597934245564
118,北京市劳动人民文化宫,0.4522915603994805
119,北京市总工会,0.3599914364624817
120,北京市民,0.7932580082832087
121,北圆,0.9999999999999992
122,午門,0.5153134595595698
123,半径,0.9999999999999992
124,华美,0.6531194182152219
125,华贵,0.9999999999999992
126,单列,0.8391472965197191
127,单檐,0.4309018672748341
128,卖票,0.9999999999999992
129,南城,0.6123526581028302
130,南池子,0.5153134595595698
131,南部,0.8499194906802074
132,南门,0.4584912189448786
133,南麓,0.9378238098481886
134,卫生,0.5234274571814934
135,历时,0.9999999999999992
136,原件,0.4090644279829938
137,原址,0.9519650919510044
138,原物,0.9167231860874024
139,去世,0.9999999999999992
140,去往,0.9600669951712324
141,又称,0.6304244579923268
142,友人,0.9606703107218868
143,双方,0.9999999999999992
144,双重,0.4090644279829938
145,发簪,0.9999999999999992
146,古人,0.42092140228897257
147,古代人,0.9999999999999992
148,古典建筑,0.7326669691257272
149,古墓,0.9999999999999992
150,古时,0.6374278554314596
151,古柏,0.6317010232014649
152,古物,0.5336502127220881
153,古董,0.4470348520965663
154,古迹,0.6529594718860854
155,台上,0.7372714126374341
156,台基,0.7641361086760995
157,台子,0.9999999999999992
158,台阶,0.5465519422972969
159,台面,0.9999999999999992
160,右脚,0.9999999999999992
161,叶子,0.5044146132111363
162,合葬墓,0.9999999999999992
163,吉壤,0.9999999999999992
164,吉野家,0.7045356493458901
165,名胜古迹,0.9606703107218868
166,名贵,0.4606028938795164
167,后人,0.7541213399613057
168,后期,0.4404259690640696
169,后部,0.9999999999999992
170,向右走,0.5069638707573557
171,君王,0.923353425063758
172,呈圆形,0.8691762402920616
173,周三,0.4053033696791849
174,周天,0.9999999999999992
175,周易,0.5846500005215651
176,周长,0.8391472965197191
177,呼唤,0.8391472965197191
178,和尚,0.9794516599467612
179,和玺彩画,0.4090644279829938
180,和谐,0.4775735674372515
181,响亮,0.4888789563367456
182,唐僧,0.9351460486105672
183,售票厅,0.6483425597245122
184,唱歌,0.8626824195312519
185,啥意思,0.4728622446966458
186,喊一声,0.8391472965197191
187,嘈杂,0.9873114276674776
188,嘉靖,0.9999999999999992
189,噪音,0.8391472965197191
190,四周围,0.5153134595595698
191,回音,0.9999999999999992
192,回音壁,0.9999999999999992
193,团费,0.9999999999999992
194,园中园,0.6777631860451393
195,围墙,0.9999999999999992
196,国家旅游局,0.9999999999999992
197,圆丘,0.9996457738160168
198,圆台,0.9999999999999992
199,圆周率,0.8391472965197191
200,圆形,0.5632502529724827
201,圆石,0.9999999999999992
202,圜丘,0.9999999999999992
203,地上,0.4681198007145778
204,地下室,0.9486009305914932
205,地向,0.5069638707573549
206,地坛,0.5165405229629451
207,地宫,0.9999999999999992
208,地宮,0.9999999999999992
209,地底下,0.9999999999999992
210,地板,0.7645229872292119
211,地面,0.8853163577615121
212,均依,0.9999999999999992
